id,name,state,district,type,totalParcels,acquiredParcels,compensationPaid,legalCases,approvalDays,complexity,latitude,longitude,landowners,compensationBudgetCr,approvalsPending,clearanceStatus,expectedCompletion,agency,pendingParcels,progress,syntheticDelayDays,syntheticDelayedOver90Days,source
SYN-002198,Synthetic acquisition 2198,Synthetic region,Synthetic district,Irrigation,4470,1632,2.96,6,144,4,0.0,0.0,9206,3499.18,8,,,,,,170,1,"Synthetic — simulated, not government data"
SYN-002199,Synthetic acquisition 2199,Synthetic region,Synthetic district,Road infrastructure,3777,2147,45.34,9,56,3,0.0,0.0,7037,2081.05,3,,,,,,89,0,"Synthetic — simulated, not government data"
SYN-002200,Synthetic acquisition 2200,Synthetic region,Synthetic district,Industrial,2159,441,31.99,17,19,5,0.0,0.0,2649,,5,,,,,,124,1,"Synthetic — simulated, not government data"
SYN-002201,Synthetic acquisition 2201,Synthetic region,Synthetic district,Road infrastructure,494,267,63.84,12,34,2,0.0,0.0,1047,91.31,0,,,,,,47,0,"Synthetic — simulated, not government data"
SYN-002202,Synthetic acquisition 2202,Synthetic region,Synthetic district,Industrial,1308,1240,56.01,7,126,1,0.0,0.0,1884,860.89,,,,,,,94,1,"Synthetic — simulated, not government data"
SYN-002203,Synthetic acquisition 2203,Synthetic region,Synthetic district,Industrial,528,436,39.3,3,96,3,0.0,0.0,865,325.67,,,,,,,72,0,"Synthetic — simulated, not government data"
SYN-002204,Synthetic acquisition 2204,Synthetic region,Synthetic district,Power,2213,628,15.89,12,167,5,0.0,0.0,3725,188.0,8,,,,,,169,1,"Synthetic — simulated, not government data"
SYN-002205,Synthetic acquisition 2205,Synthetic region,Synthetic district,Power,4643,3196,70.88,10,149,5,0.0,0.0,,2043.76,0,,,,,,120,1,"Synthetic — simulated, not government data"
SYN-002206,Synthetic acquisition 2206,Synthetic region,Synthetic district,Irrigation,3915,3119,81.66,2,6,4,0.0,0.0,9457,2172.02,6,,,,,,50,0,"Synthetic — simulated, not government data"
SYN-002207,Synthetic acquisition 2207,Synthetic region,Synthetic district,Railway,938,742,39.44,7,146,3,0.0,0.0,1343,97.67,2,,,,,,110,1,"Synthetic — simulated, not government data"
SYN-002208,Synthetic acquisition 2208,Synthetic region,Synthetic district,Power,271,19,66.23,21,96,3,0.0,0.0,439,208.04,8,,,,,,134,1,"Synthetic — simulated, not government data"
SYN-002209,Synthetic acquisition 2209,Synthetic region,Synthetic district,Highway,2529,2290,59.95,2,50,3,0.0,0.0,,1594.47,4,,,,,,62,0,"Synthetic — simulated, not government data"
SYN-002210,Synthetic acquisition 2210,Synthetic region,Synthetic district,Highway,1695,1432,82.04,1,178,2,0.0,0.0,2410,1033.82,,,,,,,85,0,"Synthetic — simulated, not government data"
SYN-002211,Synthetic acquisition 2211,Synthetic region,Synthetic district,Highway,3583,3025,76.03,1,15,5,0.0,0.0,4023,3069.52,3,,,,,,38,0,"Synthetic — simulated, not government data"
SYN-002212,Synthetic acquisition 2212,Synthetic region,Synthetic district,Irrigation,665,468,51.6,6,0,4,0.0,0.0,798,130.6,0,,,,,,65,0,"Synthetic — simulated, not government data"
SYN-002213,Synthetic acquisition 2213,Synthetic region,Synthetic district,Industrial,569,306,59.07,12,160,4,0.0,0.0,899,282.26,0,,,,,,135,1,"Synthetic — simulated, not government data"
SYN-002214,Synthetic acquisition 2214,Synthetic region,Synthetic district,Irrigation,4361,2630,90.82,12,159,4,0.0,0.0,9025,1303.73,,,,,,,138,1,"Synthetic — simulated, not government data"
SYN-002215,Synthetic acquisition 2215,Synthetic region,Synthetic district,Irrigation,3246,299,31.31,8,38,2,0.0,0.0,9056,2348.41,7,,,,,,102,1,"Synthetic — simulated, not government data"
SYN-002216,Synthetic acquisition 2216,Synthetic region,Synthetic district,Road infrastructure,1576,455,57.2,15,143,3,0.0,0.0,4288,,0,,,,,,108,1,"Synthetic — simulated, not government data"
SYN-002217,Synthetic acquisition 2217,Synthetic region,Synthetic district,Power,2278,1277,44.25,10,13,3,0.0,0.0,4802,807.89,7,,,,,,72,0,"Synthetic — simulated, not government data"
SYN-002218,Synthetic acquisition 2218,Synthetic region,Synthetic district,Railway,3328,884,10.75,18,55,4,0.0,0.0,7590,2054.7,1,,,,,,217,1,"Synthetic — simulated, not government data"
SYN-002219,Synthetic acquisition 2219,Synthetic region,Synthetic district,Irrigation,3635,2395,60.86,5,144,5,0.0,0.0,9577,1623.21,5,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-002220,Synthetic acquisition 2220,Synthetic region,Synthetic district,Highway,3306,1985,57.77,6,117,3,0.0,0.0,5168,1690.23,5,,,,,,125,1,"Synthetic — simulated, not government data"
SYN-002221,Synthetic acquisition 2221,Synthetic region,Synthetic district,Railway,2632,262,6.04,15,172,2,0.0,0.0,3766,454.43,3,,,,,,182,1,"Synthetic — simulated, not government data"
SYN-002222,Synthetic acquisition 2222,Synthetic region,Synthetic district,Power,1281,766,56.71,4,165,5,0.0,0.0,,308.17,3,,,,,,100,1,"Synthetic — simulated, not government data"
SYN-002223,Synthetic acquisition 2223,Synthetic region,Synthetic district,Power,4113,575,3.09,15,65,1,0.0,0.0,6708,,3,,,,,,171,1,"Synthetic — simulated, not government data"
SYN-002224,Synthetic acquisition 2224,Synthetic region,Synthetic district,Industrial,3052,1814,94.35,7,150,3,0.0,0.0,3312,789.66,7,,,,,,93,1,"Synthetic — simulated, not government data"
SYN-002225,Synthetic acquisition 2225,Synthetic region,Synthetic district,Irrigation,351,214,75.71,10,143,1,0.0,0.0,411,120.18,7,,,,,,116,1,"Synthetic — simulated, not government data"
SYN-002226,Synthetic acquisition 2226,Synthetic region,Synthetic district,Irrigation,3403,1703,69.62,6,21,5,0.0,0.0,4451,2389.85,5,,,,,,91,1,"Synthetic — simulated, not government data"
SYN-002227,Synthetic acquisition 2227,Synthetic region,Synthetic district,Road infrastructure,3168,266,46.26,14,172,2,0.0,0.0,7880,2848.01,3,,,,,,150,1,"Synthetic — simulated, not government data"
SYN-002228,Synthetic acquisition 2228,Synthetic region,Synthetic district,Industrial,1665,1238,88.78,8,58,3,0.0,0.0,2695,241.25,,,,,,,59,0,"Synthetic — simulated, not government data"
SYN-002229,Synthetic acquisition 2229,Synthetic region,Synthetic district,Irrigation,604,454,96.85,11,127,1,0.0,0.0,1561,89.6,0,,,,,,76,0,"Synthetic — simulated, not government data"
SYN-002230,Synthetic acquisition 2230,Synthetic region,Synthetic district,Road infrastructure,4455,3255,91.36,7,162,4,0.0,0.0,,3680.69,,,,,,,80,0,"Synthetic — simulated, not government data"
SYN-002231,Synthetic acquisition 2231,Synthetic region,Synthetic district,Irrigation,3863,3720,100.0,0,5,3,0.0,0.0,6207,796.03,1,,,,,,40,0,"Synthetic — simulated, not government data"
SYN-002232,Synthetic acquisition 2232,Synthetic region,Synthetic district,Industrial,376,138,24.79,13,119,3,0.0,0.0,381,277.96,7,,,,,,154,1,"Synthetic — simulated, not government data"
SYN-002233,Synthetic acquisition 2233,Synthetic region,Synthetic district,Railway,2300,485,19.88,12,63,2,0.0,0.0,6198,937.11,1,,,,,,141,1,"Synthetic — simulated, not government data"
SYN-002234,Synthetic acquisition 2234,Synthetic region,Synthetic district,Highway,2306,926,51.42,10,177,3,0.0,0.0,5335,1861.36,1,,,,,,132,1,"Synthetic — simulated, not government data"
SYN-002235,Synthetic acquisition 2235,Synthetic region,Synthetic district,Highway,3022,952,30.74,12,169,2,0.0,0.0,3672,1923.65,2,,,,,,134,1,"Synthetic — simulated, not government data"
SYN-002236,Synthetic acquisition 2236,Synthetic region,Synthetic district,Road infrastructure,1647,1176,79.25,5,102,3,0.0,0.0,3069,361.2,7,,,,,,97,1,"Synthetic — simulated, not government data"
SYN-002237,Synthetic acquisition 2237,Synthetic region,Synthetic district,Power,1980,479,18.05,10,146,3,0.0,0.0,4514,938.97,0,,,,,,135,1,"Synthetic — simulated, not government data"
SYN-002238,Synthetic acquisition 2238,Synthetic region,Synthetic district,Road infrastructure,3675,1079,60.27,16,6,2,0.0,0.0,9410,1628.42,6,,,,,,93,1,"Synthetic — simulated, not government data"
SYN-002239,Synthetic acquisition 2239,Synthetic region,Synthetic district,Highway,2138,380,19.02,16,113,4,0.0,0.0,5801,1413.87,2,,,,,,171,1,"Synthetic — simulated, not government data"
SYN-002240,Synthetic acquisition 2240,Synthetic region,Synthetic district,Power,3976,1543,85.83,12,100,4,0.0,0.0,6234,,3,,,,,,109,1,"Synthetic — simulated, not government data"
SYN-002241,Synthetic acquisition 2241,Synthetic region,Synthetic district,Power,619,564,100.0,4,57,5,0.0,0.0,754,99.81,0,,,,,,47,0,"Synthetic — simulated, not government data"
SYN-002242,Synthetic acquisition 2242,Synthetic region,Synthetic district,Road infrastructure,2308,1175,64.62,9,137,1,0.0,0.0,,1884.13,4,,,,,,106,1,"Synthetic — simulated, not government data"
SYN-002243,Synthetic acquisition 2243,Synthetic region,Synthetic district,Industrial,2416,1935,88.89,5,177,4,0.0,0.0,5293,1818.7,,,,,,,88,0,"Synthetic — simulated, not government data"
SYN-002244,Synthetic acquisition 2244,Synthetic region,Synthetic district,Highway,4446,2512,65.66,7,153,2,0.0,0.0,6440,2838.16,3,,,,,,93,1,"Synthetic — simulated, not government data"
SYN-002245,Synthetic acquisition 2245,Synthetic region,Synthetic district,Road infrastructure,4820,2305,43.75,8,74,1,0.0,0.0,7512,,,,,,,,105,1,"Synthetic — simulated, not government data"
SYN-002246,Synthetic acquisition 2246,Synthetic region,Synthetic district,Power,2093,1284,37.72,12,52,2,0.0,0.0,3206,1100.42,5,,,,,,102,1,"Synthetic — simulated, not government data"
SYN-002247,Synthetic acquisition 2247,Synthetic region,Synthetic district,Road infrastructure,3855,1850,70.22,7,128,2,0.0,0.0,4080,1878.76,4,,,,,,86,0,"Synthetic — simulated, not government data"
SYN-002248,Synthetic acquisition 2248,Synthetic region,Synthetic district,Industrial,3191,2403,92.57,7,116,5,0.0,0.0,7954,1940.63,6,,,,,,104,1,"Synthetic — simulated, not government data"
SYN-002249,Synthetic acquisition 2249,Synthetic region,Synthetic district,Highway,4426,3927,32.4,5,123,1,0.0,0.0,7647,3280.26,3,,,,,,112,1,"Synthetic — simulated, not government data"
SYN-002250,Synthetic acquisition 2250,Synthetic region,Synthetic district,Power,3980,1338,62.78,11,115,5,0.0,0.0,4122,1129.22,4,,,,,,147,1,"Synthetic — simulated, not government data"
SYN-002251,Synthetic acquisition 2251,Synthetic region,Synthetic district,Highway,2507,1852,77.27,3,10,1,0.0,0.0,4474,1322.66,5,,,,,,54,0,"Synthetic — simulated, not government data"
SYN-002252,Synthetic acquisition 2252,Synthetic region,Synthetic district,Irrigation,940,321,31.32,12,50,1,0.0,0.0,2376,134.84,8,,,,,,156,1,"Synthetic — simulated, not government data"
SYN-002253,Synthetic acquisition 2253,Synthetic region,Synthetic district,Road infrastructure,1354,390,0.0,9,169,1,0.0,0.0,2169,241.89,7,,,,,,157,1,"Synthetic — simulated, not government data"
SYN-002254,Synthetic acquisition 2254,Synthetic region,Synthetic district,Railway,186,92,19.88,8,74,5,0.0,0.0,,49.42,8,,,,,,100,1,"Synthetic — simulated, not government data"
SYN-002255,Synthetic acquisition 2255,Synthetic region,Synthetic district,Power,1412,1254,52.5,7,73,2,0.0,0.0,3543,173.76,1,,,,,,70,0,"Synthetic — simulated, not government data"
SYN-002256,Synthetic acquisition 2256,Synthetic region,Synthetic district,Irrigation,2318,878,15.26,9,17,2,0.0,0.0,2366,,8,,,,,,118,1,"Synthetic — simulated, not government data"
SYN-002257,Synthetic acquisition 2257,Synthetic region,Synthetic district,Road infrastructure,857,490,65.88,6,94,5,0.0,0.0,2056,538.29,6,,,,,,90,0,"Synthetic — simulated, not government data"
SYN-002258,Synthetic acquisition 2258,Synthetic region,Synthetic district,Power,3135,1992,18.7,13,173,1,0.0,0.0,7982,,,,,,,,158,1,"Synthetic — simulated, not government data"
SYN-002259,Synthetic acquisition 2259,Synthetic region,Synthetic district,Irrigation,3357,1676,29.87,10,54,5,0.0,0.0,7123,2462.55,0,,,,,,100,1,"Synthetic — simulated, not government data"
SYN-002260,Synthetic acquisition 2260,Synthetic region,Synthetic district,Irrigation,649,373,54.56,6,174,4,0.0,0.0,,445.39,0,,,,,,116,1,"Synthetic — simulated, not government data"
SYN-002261,Synthetic acquisition 2261,Synthetic region,Synthetic district,Irrigation,239,74,72.51,12,154,1,0.0,0.0,461,,6,,,,,,164,1,"Synthetic — simulated, not government data"
SYN-002262,Synthetic acquisition 2262,Synthetic region,Synthetic district,Highway,690,507,63.76,3,85,1,0.0,0.0,940,392.86,0,,,,,,57,0,"Synthetic — simulated, not government data"
SYN-002263,Synthetic acquisition 2263,Synthetic region,Synthetic district,Highway,165,118,80.42,7,157,5,0.0,0.0,331,28.73,0,,,,,,83,0,"Synthetic — simulated, not government data"
SYN-002264,Synthetic acquisition 2264,Synthetic region,Synthetic district,Railway,1072,760,78.12,7,117,2,0.0,0.0,1955,309.68,3,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-002265,Synthetic acquisition 2265,Synthetic region,Synthetic district,Highway,779,632,71.42,6,120,4,0.0,0.0,1554,521.43,3,,,,,,81,0,"Synthetic — simulated, not government data"
SYN-002266,Synthetic acquisition 2266,Synthetic region,Synthetic district,Industrial,4108,2194,37.85,2,132,3,0.0,0.0,4450,639.03,8,,,,,,153,1,"Synthetic — simulated, not government data"
SYN-002267,Synthetic acquisition 2267,Synthetic region,Synthetic district,Industrial,1176,660,57.66,10,170,3,0.0,0.0,2268,,,,,,,,113,1,"Synthetic — simulated, not government data"
SYN-002268,Synthetic acquisition 2268,Synthetic region,Synthetic district,Highway,1557,971,82.45,6,49,4,0.0,0.0,4190,1391.54,7,,,,,,88,0,"Synthetic — simulated, not government data"
SYN-002269,Synthetic acquisition 2269,Synthetic region,Synthetic district,Railway,4519,4281,61.46,5,117,1,0.0,0.0,12125,3281.76,1,,,,,,74,0,"Synthetic — simulated, not government data"
SYN-002270,Synthetic acquisition 2270,Synthetic region,Synthetic district,Power,2141,1512,71.42,5,138,4,0.0,0.0,2300,,4,,,,,,87,0,"Synthetic — simulated, not government data"
SYN-002271,Synthetic acquisition 2271,Synthetic region,Synthetic district,Power,3290,2437,36.28,2,152,5,0.0,0.0,4929,,5,,,,,,94,1,"Synthetic — simulated, not government data"
SYN-002272,Synthetic acquisition 2272,Synthetic region,Synthetic district,Highway,4636,2653,59.7,11,68,4,0.0,0.0,8926,3371.74,2,,,,,,91,1,"Synthetic — simulated, not government data"
SYN-002273,Synthetic acquisition 2273,Synthetic region,Synthetic district,Power,2668,2040,74.2,5,34,4,0.0,0.0,,1117.98,3,,,,,,74,0,"Synthetic — simulated, not government data"
SYN-002274,Synthetic acquisition 2274,Synthetic region,Synthetic district,Railway,4050,3181,21.83,5,41,1,0.0,0.0,9288,1025.39,8,,,,,,90,0,"Synthetic — simulated, not government data"
SYN-002275,Synthetic acquisition 2275,Synthetic region,Synthetic district,Road infrastructure,2854,1560,66.4,7,81,1,0.0,0.0,5811,2351.11,4,,,,,,62,0,"Synthetic — simulated, not government data"
SYN-002276,Synthetic acquisition 2276,Synthetic region,Synthetic district,Highway,3865,3000,26.09,8,2,4,0.0,0.0,4752,1882.03,7,,,,,,83,0,"Synthetic — simulated, not government data"
SYN-002277,Synthetic acquisition 2277,Synthetic region,Synthetic district,Highway,399,4,24.3,20,125,2,0.0,0.0,570,,4,,,,,,180,1,"Synthetic — simulated, not government data"
SYN-002278,Synthetic acquisition 2278,Synthetic region,Synthetic district,Highway,1768,131,10.13,26,87,2,0.0,0.0,2328,719.58,5,,,,,,163,1,"Synthetic — simulated, not government data"
SYN-002279,Synthetic acquisition 2279,Synthetic region,Synthetic district,Irrigation,246,80,26.55,12,54,1,0.0,0.0,,117.88,3,,,,,,122,1,"Synthetic — simulated, not government data"
SYN-002280,Synthetic acquisition 2280,Synthetic region,Synthetic district,Industrial,3759,3657,92.26,2,95,5,0.0,0.0,4965,474.18,,,,,,,68,0,"Synthetic — simulated, not government data"
SYN-002281,Synthetic acquisition 2281,Synthetic region,Synthetic district,Industrial,3060,221,62.83,19,68,3,0.0,0.0,5107,2669.11,0,,,,,,146,1,"Synthetic — simulated, not government data"
SYN-002282,Synthetic acquisition 2282,Synthetic region,Synthetic district,Irrigation,1668,321,49.58,9,151,3,0.0,0.0,4146,,5,,,,,,165,1,"Synthetic — simulated, not government data"
SYN-002283,Synthetic acquisition 2283,Synthetic region,Synthetic district,Highway,1587,1166,46.3,5,55,5,0.0,0.0,3128,196.95,,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-002284,Synthetic acquisition 2284,Synthetic region,Synthetic district,Road infrastructure,159,116,94.05,6,52,4,0.0,0.0,,,,,,,,,47,0,"Synthetic — simulated, not government data"
SYN-002285,Synthetic acquisition 2285,Synthetic region,Synthetic district,Railway,4509,740,6.3,13,86,1,0.0,0.0,12407,3214.73,,,,,,,162,1,"Synthetic — simulated, not government data"
SYN-002286,Synthetic acquisition 2286,Synthetic region,Synthetic district,Road infrastructure,1203,1034,27.2,0,161,3,0.0,0.0,3084,1002.08,8,,,,,,97,1,"Synthetic — simulated, not government data"
SYN-002287,Synthetic acquisition 2287,Synthetic region,Synthetic district,Power,4408,3616,84.9,7,136,2,0.0,0.0,6931,1217.35,,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-002288,Synthetic acquisition 2288,Synthetic region,Synthetic district,Irrigation,1482,846,61.33,6,172,2,0.0,0.0,3443,1266.75,6,,,,,,149,1,"Synthetic — simulated, not government data"
SYN-002289,Synthetic acquisition 2289,Synthetic region,Synthetic district,Road infrastructure,319,285,57.92,3,48,2,0.0,0.0,702,273.7,7,,,,,,61,0,"Synthetic — simulated, not government data"
SYN-002290,Synthetic acquisition 2290,Synthetic region,Synthetic district,Irrigation,1645,970,60.48,7,117,4,0.0,0.0,,894.34,7,,,,,,117,1,"Synthetic — simulated, not government data"
SYN-002291,Synthetic acquisition 2291,Synthetic region,Synthetic district,Highway,2141,1041,39.16,12,82,5,0.0,0.0,3824,1129.04,1,,,,,,101,1,"Synthetic — simulated, not government data"
SYN-002292,Synthetic acquisition 2292,Synthetic region,Synthetic district,Industrial,3695,2254,37.3,16,179,5,0.0,0.0,9452,,,,,,,,173,1,"Synthetic — simulated, not government data"
SYN-002293,Synthetic acquisition 2293,Synthetic region,Synthetic district,Irrigation,610,389,65.58,9,65,2,0.0,0.0,725,268.9,5,,,,,,80,0,"Synthetic — simulated, not government data"
SYN-002294,Synthetic acquisition 2294,Synthetic region,Synthetic district,Railway,2105,632,16.82,14,164,1,0.0,0.0,5491,232.86,0,,,,,,153,1,"Synthetic — simulated, not government data"
SYN-002295,Synthetic acquisition 2295,Synthetic region,Synthetic district,Irrigation,4050,3093,70.14,4,40,2,0.0,0.0,10554,1349.78,4,,,,,,60,0,"Synthetic — simulated, not government data"
SYN-002296,Synthetic acquisition 2296,Synthetic region,Synthetic district,Power,2206,2004,81.14,1,91,4,0.0,0.0,3981,,7,,,,,,119,1,"Synthetic — simulated, not government data"
SYN-002297,Synthetic acquisition 2297,Synthetic region,Synthetic district,Highway,4665,2660,83.59,7,95,2,0.0,0.0,7619,399.29,8,,,,,,83,0,"Synthetic — simulated, not government data"
SYN-002298,Synthetic acquisition 2298,Synthetic region,Synthetic district,Power,4741,2047,61.83,15,175,3,0.0,0.0,8106,599.15,1,,,,,,110,1,"Synthetic — simulated, not government data"
SYN-002299,Synthetic acquisition 2299,Synthetic region,Synthetic district,Industrial,4418,2085,73.11,10,99,4,0.0,0.0,10051,1838.94,,,,,,,76,0,"Synthetic — simulated, not government data"
SYN-002300,Synthetic acquisition 2300,Synthetic region,Synthetic district,Road infrastructure,2147,68,0.0,13,117,2,0.0,0.0,4214,1456.77,,,,,,,155,1,"Synthetic — simulated, not government data"
SYN-002301,Synthetic acquisition 2301,Synthetic region,Synthetic district,Highway,764,497,70.06,6,145,4,0.0,0.0,1516,477.45,5,,,,,,115,1,"Synthetic — simulated, not government data"
SYN-002302,Synthetic acquisition 2302,Synthetic region,Synthetic district,Industrial,4797,2801,94.07,11,67,1,0.0,0.0,,2484.75,1,,,,,,57,0,"Synthetic — simulated, not government data"
SYN-002303,Synthetic acquisition 2303,Synthetic region,Synthetic district,Irrigation,2307,454,1.27,12,92,4,0.0,0.0,3792,1083.99,,,,,,,166,1,"Synthetic — simulated, not government data"
SYN-002304,Synthetic acquisition 2304,Synthetic region,Synthetic district,Irrigation,2916,1544,55.63,9,93,4,0.0,0.0,5049,1533.08,2,,,,,,122,1,"Synthetic — simulated, not government data"
SYN-002305,Synthetic acquisition 2305,Synthetic region,Synthetic district,Highway,4423,2205,42.61,7,111,4,0.0,0.0,,3906.34,6,,,,,,97,1,"Synthetic — simulated, not government data"
SYN-002306,Synthetic acquisition 2306,Synthetic region,Synthetic district,Irrigation,1470,1180,41.5,3,91,1,0.0,0.0,3795,1269.2,5,,,,,,116,1,"Synthetic — simulated, not government data"
SYN-002307,Synthetic acquisition 2307,Synthetic region,Synthetic district,Industrial,3091,2041,44.43,9,130,4,0.0,0.0,8443,1124.99,,,,,,,136,1,"Synthetic — simulated, not government data"
SYN-002308,Synthetic acquisition 2308,Synthetic region,Synthetic district,Irrigation,821,689,100.0,6,109,5,0.0,0.0,1817,603.1,6,,,,,,74,0,"Synthetic — simulated, not government data"
SYN-002309,Synthetic acquisition 2309,Synthetic region,Synthetic district,Irrigation,4905,3554,73.68,6,81,3,0.0,0.0,12105,2513.57,,,,,,,86,0,"Synthetic — simulated, not government data"
SYN-002310,Synthetic acquisition 2310,Synthetic region,Synthetic district,Irrigation,4099,1571,25.99,10,174,2,0.0,0.0,4739,1600.04,1,,,,,,162,1,"Synthetic — simulated, not government data"
SYN-002311,Synthetic acquisition 2311,Synthetic region,Synthetic district,Power,882,348,55.66,14,108,1,0.0,0.0,2223,744.7,3,,,,,,112,1,"Synthetic — simulated, not government data"
SYN-002312,Synthetic acquisition 2312,Synthetic region,Synthetic district,Power,1527,912,39.23,9,126,1,0.0,0.0,3739,843.62,2,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-002313,Synthetic acquisition 2313,Synthetic region,Synthetic district,Power,2064,613,45.61,14,139,1,0.0,0.0,4875,,7,,,,,,138,1,"Synthetic — simulated, not government data"
SYN-002314,Synthetic acquisition 2314,Synthetic region,Synthetic district,Highway,334,58,47.95,11,39,3,0.0,0.0,433,180.54,5,,,,,,108,1,"Synthetic — simulated, not government data"
SYN-002315,Synthetic acquisition 2315,Synthetic region,Synthetic district,Irrigation,2932,310,30.32,14,129,1,0.0,0.0,8006,1520.38,6,,,,,,197,1,"Synthetic — simulated, not government data"
SYN-002316,Synthetic acquisition 2316,Synthetic region,Synthetic district,Irrigation,2046,1069,64.67,10,96,3,0.0,0.0,2557,850.36,7,,,,,,91,1,"Synthetic — simulated, not government data"
SYN-002317,Synthetic acquisition 2317,Synthetic region,Synthetic district,Power,3237,1035,75.73,10,88,4,0.0,0.0,7192,2665.52,0,,,,,,87,0,"Synthetic — simulated, not government data"
SYN-002318,Synthetic acquisition 2318,Synthetic region,Synthetic district,Railway,1789,862,52.53,12,162,3,0.0,0.0,3633,748.37,2,,,,,,96,1,"Synthetic — simulated, not government data"
SYN-002319,Synthetic acquisition 2319,Synthetic region,Synthetic district,Irrigation,3024,200,31.2,12,88,5,0.0,0.0,6491,2628.81,1,,,,,,162,1,"Synthetic — simulated, not government data"
SYN-002320,Synthetic acquisition 2320,Synthetic region,Synthetic district,Industrial,1036,809,43.31,3,103,3,0.0,0.0,2605,657.55,0,,,,,,61,0,"Synthetic — simulated, not government data"
SYN-002321,Synthetic acquisition 2321,Synthetic region,Synthetic district,Road infrastructure,2941,2676,83.78,7,170,1,0.0,0.0,,2368.61,3,,,,,,91,1,"Synthetic — simulated, not government data"
SYN-002322,Synthetic acquisition 2322,Synthetic region,Synthetic district,Railway,4727,3585,75.58,5,169,5,0.0,0.0,10636,2516.49,1,,,,,,106,1,"Synthetic — simulated, not government data"
SYN-002323,Synthetic acquisition 2323,Synthetic region,Synthetic district,Industrial,4608,1128,41.66,10,27,2,0.0,0.0,5185,3931.05,5,,,,,,120,1,"Synthetic — simulated, not government data"
SYN-002324,Synthetic acquisition 2324,Synthetic region,Synthetic district,Road infrastructure,1546,590,70.17,9,128,5,0.0,0.0,3318,206.08,5,,,,,,90,0,"Synthetic — simulated, not government data"
SYN-002325,Synthetic acquisition 2325,Synthetic region,Synthetic district,Irrigation,3023,2160,97.03,10,155,4,0.0,0.0,6828,969.49,2,,,,,,105,1,"Synthetic — simulated, not government data"
SYN-002326,Synthetic acquisition 2326,Synthetic region,Synthetic district,Power,696,418,69.41,15,116,2,0.0,0.0,,,,,,,,,107,1,"Synthetic — simulated, not government data"
SYN-002327,Synthetic acquisition 2327,Synthetic region,Synthetic district,Road infrastructure,640,113,31.96,17,6,2,0.0,0.0,912,97.96,7,,,,,,90,0,"Synthetic — simulated, not government data"
SYN-002328,Synthetic acquisition 2328,Synthetic region,Synthetic district,Railway,3110,1695,35.54,7,47,2,0.0,0.0,7859,2655.26,4,,,,,,100,1,"Synthetic — simulated, not government data"
SYN-002329,Synthetic acquisition 2329,Synthetic region,Synthetic district,Road infrastructure,4734,3490,100.0,5,152,1,0.0,0.0,7619,3628.04,3,,,,,,110,1,"Synthetic — simulated, not government data"
SYN-002330,Synthetic acquisition 2330,Synthetic region,Synthetic district,Irrigation,4691,1189,52.85,12,86,1,0.0,0.0,7905,,7,,,,,,138,1,"Synthetic — simulated, not government data"
SYN-002331,Synthetic acquisition 2331,Synthetic region,Synthetic district,Railway,2295,1472,35.01,6,171,4,0.0,0.0,2317,826.58,5,,,,,,109,1,"Synthetic — simulated, not government data"
SYN-002332,Synthetic acquisition 2332,Synthetic region,Synthetic district,Highway,1549,676,50.49,10,26,3,0.0,0.0,3088,473.33,5,,,,,,68,0,"Synthetic — simulated, not government data"
SYN-002333,Synthetic acquisition 2333,Synthetic region,Synthetic district,Irrigation,3434,2907,100.0,4,55,5,0.0,0.0,9501,2742.86,1,,,,,,54,0,"Synthetic — simulated, not government data"
SYN-002334,Synthetic acquisition 2334,Synthetic region,Synthetic district,Industrial,1760,1352,51.18,4,135,1,0.0,0.0,2799,161.17,,,,,,,104,1,"Synthetic — simulated, not government data"
SYN-002335,Synthetic acquisition 2335,Synthetic region,Synthetic district,Railway,2379,453,38.31,13,132,2,0.0,0.0,2734,1982.28,2,,,,,,159,1,"Synthetic — simulated, not government data"
SYN-002336,Synthetic acquisition 2336,Synthetic region,Synthetic district,Industrial,2985,1801,76.45,9,104,2,0.0,0.0,3069,356.07,6,,,,,,72,0,"Synthetic — simulated, not government data"
SYN-002337,Synthetic acquisition 2337,Synthetic region,Synthetic district,Industrial,3654,1947,81.32,9,127,5,0.0,0.0,8378,917.77,3,,,,,,97,1,"Synthetic — simulated, not government data"
SYN-002338,Synthetic acquisition 2338,Synthetic region,Synthetic district,Irrigation,2475,523,70.95,5,141,4,0.0,0.0,5362,223.59,3,,,,,,118,1,"Synthetic — simulated, not government data"
SYN-002339,Synthetic acquisition 2339,Synthetic region,Synthetic district,Railway,1335,1182,56.64,3,128,5,0.0,0.0,3529,,0,,,,,,73,0,"Synthetic — simulated, not government data"
SYN-002340,Synthetic acquisition 2340,Synthetic region,Synthetic district,Railway,2340,2128,69.46,4,141,2,0.0,0.0,5190,1429.62,6,,,,,,76,0,"Synthetic — simulated, not government data"
SYN-002341,Synthetic acquisition 2341,Synthetic region,Synthetic district,Road infrastructure,1501,933,73.68,6,131,3,0.0,0.0,2858,897.4,0,,,,,,71,0,"Synthetic — simulated, not government data"
